"Their chicken is the BEST.It's a small shop, located on the corner of St. Marks Ave and 6ave, in Park Slope. I came here with a friend because we heard they make chicken pot pie and other chicken dishes, and we absolutely had to try. We got their chicken burger, chicken wrap and handheld chicken pot pie.Their chicken burger was delish; juicy chicken with lettuce and tomato, sitting on top of the fluffiest buns you've ever had. That burger was excellent. The chicken wrap was also great; tender, cooked-to-perfection chicken breast, sitting on a bed of sauteed cabbage, tomato and onions. Then, the main reason why we came: the chicken pot pie. So yummy, so moist, sooo good. The pot pie is in a huge, flaky, baked empanada-like crust. It looks like a triangular empanada. The inside is moist, tender and super hot. It was worth it just to make the trip all the way here. The shop itself is small, bright on the outside, dim on the inside. The staff is friendly and helpful. The atmosphere is casual and cozy. Overall, I had a great experience here and would visit again.",5.0
"First time I came here I had the chicken soup and the jalapeño Mac and cheese. Happiness in my mouth. It was a rainy day, I had a could and I couldn't have made a better choice. The service was fast and the staff was attentive and answered my unnecessarily high amount of questions. They also let me linger as long as I wanted, which I always appreciate as I didn't really want to go home. I was about to head home and decided I wanted dessert and they only had the brownies, but WOW. Those brownies man, so on point. I left happy and decided to come back. Second, revised review. No change this time. The staff is still sweet and when I chose the wrong drink from the fridge, she simply told me to throw it away and grab another. It's small touches like that that make me love a place. This time I had soup again, but with a side of fries. And once again I was not disappointed. You'll enjoy yourselves guys. Come on through. As always... Happy eating. -Marie-Madeleine.",5.0
"I usually take the bird to go, with a side dish. It's a small but very tasty bird. Perfect for two, just add a side. Whole bird is $18 and a side is $7. They just need 15 minutes to prepare it so I am sure they pre-cook it and then when you order it they just ""finish"" it on the grill. The bird has tiny drumsticks, it's cute. I am a drumstick lover so I would need 8 of those to feel satisfied :)With the whole bird you get 0ne sauce free, otherwise each sauce costs $1. I had the Chipotle creamy sauce and it was good.PurBird is our favorite place when we are out doing things around and want a good chicken meal to bring home. I would love to have it delivered but unfortunately we are a few too blocks away.",4.0
"I came here for lunch with a friend. We ordered at the counter and they brought our food to the table for us. I really liked that the chicken here was antibiotic and hormone free, and grass fed. My friend and I got jalapeño Mac and cheese to share. It was delicious! My friend had half a chicken, with mashed potatoes, and corn, which was the special of the day. Everything tasted great. The vegetables and the chicken had so much flavor. I ordered a chopped salad with grilled chicken. My grilled chicken had so much flavor and it was really great. We also had two glasses of wine. The good here was great! I can't wait to return!",4.0
"Very solid grilled chicken entrees. My chopped salad with grilled chicken thigh was great with plenty of beets, feta, juicy marinated thigh, and tomatoes in a vinaigrette. The Caesar with olive oil and Parmesan is solid as well. The grilled chicken sandwich is also very good with juicy chicken on a bun slathered with mayo and topped with LTO. I loved the sweet potato fries which are not as greasy as the standard versions and the chicken noodle soup which is cream based and made with plenty of tender slow-roasted chicken and farfalle pasta. You order at the counter and it is fast casual but the food is very good. Prices are okay - it came to about $40 for 2 orders of fries, salad, chicken thigh, soup, and sandwich.",4.0
"Bookmarked this after reading all the great reviews and it did not disappoint. The food tastes like you made it yourself in your own kitchen. I tried it and then had it three days straight. It is a little pricey but definitely worth it. The Mac and cheese is out of this world, you have to give it a try. The side portions are big enough to share, which is great because you'll most likely have leftovers.",5.0
Really loved this place. Their chicken with the purbird sauce is dynamite. Bread that they give with the food is also dynamite. Creamy spinach was too creamy for my taste but their rotating vegetable of the day cauliflower option was quite good. Lots of people ordered the mac and cheese so I might have to try that next time.,5.0
"Came at 1pm on a saturday. The place is a grab and go and/or buy and sit yourself type restaurant. The space is fairly small so i would advise against going with a large group unless you're super lucky like me :) we managed to snatch the large communal table in the back corner for the 5 of us. The food takes about 10-15min to prep because they make everything to order. I just came from the gym and was craving for carbs so i went with the Chicken Pie and couldn't pass up the Jalapeno mac and cheese; which was AWESOME. Not too spicy; just enough heat to keep wanting more. The portion of the mac and cheese is definitely sharing size (though you may not want to) The chicken pie is fairly small; I would order that again but maybe as a side to share. My friends had the lunch special which came with their chicken, string beans, a potato side (mashed), and bread. I highly reco this if you have the time to sit and dine in. It's a pretty big serving, and the empty plates suggest that it tasted good too. Looks pretty healthy as well.With the high protein healthy options and reasonable prices; I wouldn't mind making this a routine meal after the gym :D",4.0
"Staff was friendly and the food was delicious (1/2 chicken lunch special and the chicken burger), but the space was freezing, so for hospitality I have to dock a star.FYI there's a line over the ""u""",4.0
"I was pretty unimpressed with the sandwiches/wraps during my first visit. They were pretty dry, which was disappointing for a place that specializes in chicken. THEN I started ordering the roast chicken with Purbird sauce (tangy + sweet) and jalapeño mac n' cheese, and now I'm a fan. It's really juicy and crispy on the outside. Food can take a while to come out (15-20 minutes), however.Purbird is simple, healthy-ish fare. Good to have it in the neighborhood, but not worth traveling for. Oh, and the chicken noodle soup here is really great when you have the cold/flu.",4.0
"I have stopped here multiple times for a quick bite or to get something to go. The people behind the counter are very welcoming and attentive. You order at the counter and they will bring the food to your table but you have to get the utensils and cups and the tap water bottle. I have tried the chicken pie, jalapeno mac & cheese, chicken wrap, and they are good but I really like the chicken burger with cheese !",5.0
"This place KNOWS chicken and they truly deliver on that. My husband and I had a chance to chat with the owner, who was incredibly kind and spunky. I had the house salad wrap with mac & cheese and my husband had the 1/2 chicken platter with fries, purbird sauce, and sauteed spinach. We didn't speak much while we were eating because it was that dang good. After extra napkins and many happy sighs, a nice walk around Prospect Park was in order. This is a fantastic place to come for a damn good meal, and especially on a date because it's on the small side indoors.",5.0
"Came here with a friend while visiting New York and it was a good choice! We got the chicken thigh wrap, chicken sandwich, and the jalapeno mac and cheese. It was all really delicious! Chicken was obviously delicious and well cooked for both. The mac and cheese was BOMBBBB! lol Overall good meal. Also the location is nice it's just a teeeennnyyy bit cramped, but it wasn't too bad.",4.0
