"This is a casual mexican restaurant with amazing tacos. I'm almost never in Sunset Park but when I am, I come here. My favorite of the tacos is the al pastor. The small tacos are 4"" double corn tortillas. So fresh. They give you a green tomatillo and red (smokey) salsa on the side. We also got a super taco (6"" and had tomatoes, sour cream, and lettuce) and a tamale. Both were good but the regular tacos are the standout. The toppings on the regular tacos are onion and cilantro. I also really liked the nachos. They were individual chips arranged in a circle covered with beans and cheese. The jalapenos, lettuce, and guac are in the middle of the circle. It's a small portion (probably 12 chips total). The food came out very fast. There service was OK. The waitress didn't speak english so we had to point and talk very slow but our order was still slightly wrong. Getting the bill and our change also took awhile.But you don't come here for the service - you come here for the tacos! Yummmmmm.",4.0
"I was really excited to try Tacos Matamoros. You see, Matamoros is actually my last name so I was all about checking this place out. That and I love tacos. There were four of us in our party. When we walked in for a late lunch the restaurant was pretty empty, just two other tables were taken. We were seated quickly. We looked over our menus and ordered a variety of tacos in the small and large sizes. I thought we were pretty clear to the server about what we each wanted but when the food came a short time later, my tacos were all large, when I requested small, and my brothers tacos were all small when he wanted large. It wasn't a big enough thing to complain about, we ate them anyway. Overall the food was good. The salsa was seasoned perfectly! Our tacos were also pretty good. Afterwards we requested the check and the server took so long that we had to ask twice and finally ask someone else. Also, I went to the bathroom and there weren't any paper towels so on my way out I mentioned it to someone and they just looked at me like I had three heads and walked away. Okay then... So. Final thoughts, food is tasty and fresh. Service is rotton.",3.0
"Okay, so...the food here? AWESOME. I strongly recommend the tacos or burritos. Really delicious and filling, but also incredibly fresh ingredients. Why do i give it only three stars? DO NOT DINE HERE. THE SERVICE IS SO RUDE. They make you wait and don't speak to you while you are just sitting there waiting for someone to even bring you a glass of water. If you're going to order, either get pick up or delivery, because the servers will ruin your food experience!",3.0
"There's tons of taco joints on fifth and fourth avenue.  You might even mistake one for Tacos Matamoros because you'll be distracted by the lights and smells, but try not to because TM is totally worth it.We came in around 8pm on a Tuesday - there were tons of group dinners (this place is huge and great for family dinners) and little dates happening.  We ordered guac and chips (total must) and it was totally worth it.  But, we didn't expect it to be so much.  Small tacos are $1.50 each and large are $2.75.  I say go for the large, esp. the chorizo (yummy spicy and ground meat) and carnitas (soft, pulled pork, similar to Puerto Rican pernil, oh my god...) - they're so delicious and topped with a huge helping of onions and cilantro - the way that tacos are supposed to be made.We also had the carne asada (Mexican style steak) and it was a lot of food.  The platter comes with refried beans, salsa, a little bit of guac, and Mexican rice.  I could have probably just eaten the platter on my own (w/o the tacos and chips and guac), but decided to share and get a taste of everything.This place is awesome, prices are great.  The place does have a B but I didn't really mind.",5.0
"Hands down the best, most authentic Mexican restaurant I've tried in Brooklyn.  Being an L.A. native it's been a frustrating journey finding quality Mex joints in NYC.  Matamoros is clean, cheap and the real McCoy.  The lengua and cabeza tacos are reminiscent of the late-night taco trucks scattered around my neighborhood in NELA.  The costillas adobadas are heady in a complex dry-chili salsa roja.  The frozen margaritas are strong and go down easy. They will leave your head spinning if you're not careful! Yeah, this place rocks in the best way.",5.0
"This is a good place to eat, but horrible for takeout! Food poorly packaged and insultingly small portion compared to when you eat in! It was embarrassing! They need to invest in smaller takeout boxes if they insist on such a small portion! That being said, I think it's a great place to eat if you  eat there though! Food is significantly fresher!",3.0
"We love Tacos Matamoros.  One of the more popular taco places in Sunset Park, if not Brooklyn overall.Definitely come here for the tacos, but definitely try their chicken nachos, fajita platters, and tamales.  You will not be disappointed.  Prices, as always, are super affordable.The only thing I wish was that TM was still BYOB.  I think the policy changed in the last year or so.",4.0
"Food is great, service is ah ok I've been coming here for a long time. Service is still ah, so it's definitely there food that keeps me coming back. They give water with no ice an it taste like they just got it from the facet. Gross.. Anyway I didn't come for water so let me tell you about there margaritas very delicious. There nachos are amazing, burritos mmmm so good I can go on an on. There really good over all. Always a nice crowd when I come in, even when I order for pickup there usually always busy. Which says a lot there bomb.comPrices are great Meter parking right on 5th AveOver all definitely a good Mexican food spot.",4.0
"Amazing place for tacos. Spicy pork, beef tongue, chorizo and al pastor are all great options. Don't get the head meat, it's too fatty and not especially flavorful. Porkchops were also delicious. They were tender despite being the lean cut ones. I would love to try their other items another time, probably within the next two weeks when I get my twice a month taco cravings. This is the place to go.",5.0
"I'm conflicted! I would give this place a solid 4 stars, but my friend who I was with (and actually lives in Brooklyn) said that she wouldn't come back! One thing to note is that there were lots of take-out orders. First, this place is not like a dim crowded bar/restaurant with people busting in and out. It is a sit-down hole-in-the wall in Brooklyn (but bigger than your traditional hole-in-the wall). For starters we got guacamole (no free salsa unfortunately). Guac was great but the chips looked ""ehhhhh"" but tasted quite good. Not the best, but good. This is coming from a girl who can literally eat a pound of chipotle chips and guac. 5 stars: My dish (chicken fajitas) was MIND BLOWING. The perfectly melted cheese, the mushrooms, and it was not oily. Gosh, I get hungry all over agin thinking about it. The sides that came with it are rice, beans, guac, and salsa. **Best chicken fajita meal I've had...EVER.My friend got the salmon tacos and did NOT like them. She kept saying that it just tasted ""too healthy"" and bland. I'm not sure what she meant by ""too healthy"", but she was not a fan. Sour cream was an extra $1. She also got a pina colada and said it tasted like one of the most delicious milk shakes she's ever had. It WAS smooth, creamy, and you could taste the rum. I'm not a fan of pina colada's though...bleh. I decided not to get a drink but the drink menu was very affordable.",4.0
"Off of bustling 5th Ave, this restaurant is about a block away from the NR subway stop at 45th Street. It's open, spacious (apparently seats 77--as told by a fire code sign on the door) and inviting to boot.At 7:15 PM on a Tuesday night there were a few families scattered about but my friend and I pretty much felt we had the place to ourselves. It was quiet and relaxing. The waitress promptly came up to our table and took our order (we had to hurry off to another engagement). I ordered the carne asada burrito ($8.75) and my friend ordered a large and a small taco.Within ten minutes our food was set down in front of us. My burrito was slathered with guacamole and quite large. The meat inside was fresh with a nice spice flavor (mild). The rice, beans, and pico de gallo were delicious--the burrito was a hit!!While I had my eyes on my own meal, my friend devoured her tacos and I didn't even have a chance to take a bite. She loved her meal and I heartily enjoyed mine.I see that some people had trouble with the service, maybe we got lucky, but we didn't have a problem at all. Our waitress was quick, attentive, and kind. With good service, good food, and a bill of $15 for two people, who can really complain?",5.0
"There are tacos on the menu, and there are Super Tacos on the menu. I don't know who in their right mind would order a non-super taco given the choice, but at the risk of redundancy, I want to tell you that you need a Super Taco in your life. (Preferably al pastor or chorizo, but it's your choice if you want to get an inferior meat.)In addition to just being Super, these thoroughly stuffed, juicy and flavorful tacos come on a 6"" flour tortilla* with quesillo, lettuce, pico de gallo, queso fresco & sour cream. These are all good things, particularly the quesillo, which is apparently just little tiny bits of fried cheese. Tiny bits of fried cheese! These cannot possibly be a bad addition to a taco.I suppose it's not really fair to compare all the other tacos with Super Tacos, but these just might be the best tacos I've had in Brooklyn. _______________*I don't want to debate the merits of corn vs. flour here. I love a good corn tortilla. But I do want you Corn Only Fanatics to recognize the fact that a bad corn tortilla, with its mealy/cold/unfreshness can ruin a taco utterly. Not so with a flour tortilla.",5.0
Came here for lunch and ordered a carne asada taco and an al pastor taco with chips and guac with horchata. The al pastor taco was probably my favorite with so much flavor. The carne asado taco was good too but I felt it was a little dry. The guac was very fresh and the salsas were just as good. The horchata had a kick of cinnamon after every sip which I enjoyed.,4.0
"In some cities, finding good tacos doesn't matter at all. In other cities, good tacos don't matter much. In some cities, they matter a lot... but in Brooklyn... they Matamore, os.What to get: Pastor or Chorizo Tacos.What else: My bottom hurts, no more clients tonight please.These are some of the better Tacos in Brooklyn. I've had Chorizo, Pastor and Asada, and all were good. Chorizo and Pastor are the way to go, though. The Asada here is a little bland. Make sure you get them Mexican style with cilantro y cebollas obviously, and make sure you get both the green and red salsa, and combine the two on your tacos. Yummmmmmmmmm.Be aware that customer service can be iffy at times and some of the staff are less than friendly. I almost gave them a 4 star because of this, but it's too enjoyable to nom down on this food.Be aware that they don't always open at the time posted, and there can be quite a wait even for a small order, since everything is cooked to order, so make sure you call ahead if you're in a hurry - like I was. They had my tacos ready and waiting so I was able to speed off to Philly to make it to John's Roast Pork just before closing at 3pm.The second time I came in, I wasn't into the Asada as much, but I realize the Pastor and the Chorizo are the way to go. They're not the best tacos in the world, but NYC isn't really home of the best tacos, so judging by NYC standards, these are definitely 5-star tacos. Awesome.And of course they're in Sunset Park so you can try other great places at the same time, such as Ricos Tacos and El Tenampa, which are both 5 stars as well.Just don't eat too many of them, or you'll get Fatamoros. And don't ask for them deep fried, your cholesterol doesn't need all that Batter-moros. And if you hate FIFA as much as I do, then you agree that they're run by a Blatter-moron.Starlight says she wants to rename them Catamoros. I'm okay with that. Go get some tacos. Enjoy them. Real Mexican food. Not the fake crap they're serving in Manhattan. Come. Order. Eat. Enjoy. Delicioso!",5.0
"The steak torta here is the best I've ever had anywhere, and I've tried a LOT of steak tortas at a lot of Mexican restaurants. Huge menu selection, lots of options, everything I've tried has been tasty (though I usually find my old friend the steak torta without venturing too far afield) and their guacamole is definitely worth a mention as well.",5.0
"What is the definition of chicharron? Its ""crispy"" pork skin. The chicharron that I got wasnt crispy but soggy. Got really disappointed and didnt finish the food. Unbearable and what a waste!",3.0
"Some of the best tacos I have tasted in Brooklyn, pfft, make that all of New York. Matamoros offers up a huge selection of Mexican food ranging from tacos (small or medium), chilaquiles, burritos, cemitas...you name it they have it. With such a wide variety of choices it was hard to pick something to eat but I came here wanting to try the tacos which I have heard so many good things about.I ate 3 large tacos (two carne asada, one carnitas) which are served with heaping spoons of guacamole and chopped onions and cilantro. Basically this was heaven in a corn tortilla!For appetizers we ordered some chips and guac, pretty tasty too and came with both green and red salsas.Hands down they get 4 stars for the food, but where they really need improvement is in the service. It was pretty bad and my table had to wait a long time, 30 minutes, for drinks and to even get the attention of the waiters. It wasn't that busy of a night and it seemed like they were well staffed so not sure if it is a miscommunication issue or the fact that my party was sitting in the back room of the restaurant. Seemed like everyone back there had to wait very long.In any case, I truly loved the tacos so I'm willing to forgive their slowness but I hope they do step up and can deliver better customer service.",4.0
"My bf and me came here a while ago for a late lunch and the place was pretty empty - which was kind of surprising but also nice. They waitress was friendly and quick, so I can't complain about that - probably also due to the fact that we both ordered in Spanish? I don't know if it makes a difference. I had chorizo and pastor tacos and enjoyed both - but if I had to choose, I would say that the chorizo tacos were better than the pastor ones. I had actually only gotten the chorizo tacos because of the recommendations on here - and they didn't disappoint. They were really, really tasty and are a reason why I will return. 4 stars though, because my bf wasn't too happy about his tacos (carne asada - he wanted my chorizo one :D ) and they don't give you chips and salsa as a free appetizer like a lot of places do.",4.0
Wow am I glad we found this restaurant!! Incredibly delicious tacos I love the fresh corn tortillas that they are wrapped in- everything there is delicious but the tacos stand out as the main attraction because they are cheap they are delicious and they are filling.  My husband loves the roasted pork ones and I like the steak guacamole is also outstanding and green salsa and red hot sauce adds a element to your tacos that just completed. My only wish is that I would've found this joint earlier on-  I do spend a lot of time in Mexico and this restaurant particularly the food hit the nail on the head and transported me back.  Well done mi amigos!!!,5.0
"The restaurant is pretty big and has a back room with more seating. The waiter was super nice as we were super hungry! I order the veggie tacos and it was good!!! The guacamole was ok. I've had better in other places. Overall, it is a great place to eat if you are in the sunset area.",4.0
"Off of bustling 5th Ave, this restaurant is about a block away from the NR subway stop at 45th Street. It's open, spacious (apparently seats 77--as told by a fire code sign on the door) and inviting to boot.At 7:15 PM on a Tuesday night there were a few families scattered about but my friend and I pretty much felt we had the place to ourselves. It was quiet and relaxing. The waitress promptly came up to our table and took our order (we had to hurry off to another engagement). I ordered the carne asada burrito ($8.75) and my friend ordered a large and a small taco.Within ten minutes our food was set down in front of us. My burrito was slathered with guacamole and quite large. The meat inside was fresh with a nice spice flavor (mild). The rice, beans, and pico de gallo were delicious--the burrito was a hit!!While I had my eyes on my own meal, my friend devoured her tacos and I didn't even have a chance to take a bite. She loved her meal and I heartily enjoyed mine.I see that some people had trouble with the service, maybe we got lucky, but we didn't have a problem at all. Our waitress was quick, attentive, and kind. With good service, good food, and a bill of $15 for two people, who can really complain?",5.0
"There are tacos on the menu, and there are Super Tacos on the menu. I don't know who in their right mind would order a non-super taco given the choice, but at the risk of redundancy, I want to tell you that you need a Super Taco in your life. (Preferably al pastor or chorizo, but it's your choice if you want to get an inferior meat.)In addition to just being Super, these thoroughly stuffed, juicy and flavorful tacos come on a 6"" flour tortilla* with quesillo, lettuce, pico de gallo, queso fresco & sour cream. These are all good things, particularly the quesillo, which is apparently just little tiny bits of fried cheese. Tiny bits of fried cheese! These cannot possibly be a bad addition to a taco.I suppose it's not really fair to compare all the other tacos with Super Tacos, but these just might be the best tacos I've had in Brooklyn. _______________*I don't want to debate the merits of corn vs. flour here. I love a good corn tortilla. But I do want you Corn Only Fanatics to recognize the fact that a bad corn tortilla, with its mealy/cold/unfreshness can ruin a taco utterly. Not so with a flour tortilla.",5.0
Came here for lunch and ordered a carne asada taco and an al pastor taco with chips and guac with horchata. The al pastor taco was probably my favorite with so much flavor. The carne asado taco was good too but I felt it was a little dry. The guac was very fresh and the salsas were just as good. The horchata had a kick of cinnamon after every sip which I enjoyed.,4.0
"In some cities, finding good tacos doesn't matter at all. In other cities, good tacos don't matter much. In some cities, they matter a lot... but in Brooklyn... they Matamore, os.What to get: Pastor or Chorizo Tacos.What else: My bottom hurts, no more clients tonight please.These are some of the better Tacos in Brooklyn. I've had Chorizo, Pastor and Asada, and all were good. Chorizo and Pastor are the way to go, though. The Asada here is a little bland. Make sure you get them Mexican style with cilantro y cebollas obviously, and make sure you get both the green and red salsa, and combine the two on your tacos. Yummmmmmmmmm.Be aware that customer service can be iffy at times and some of the staff are less than friendly. I almost gave them a 4 star because of this, but it's too enjoyable to nom down on this food.Be aware that they don't always open at the time posted, and there can be quite a wait even for a small order, since everything is cooked to order, so make sure you call ahead if you're in a hurry - like I was. They had my tacos ready and waiting so I was able to speed off to Philly to make it to John's Roast Pork just before closing at 3pm.The second time I came in, I wasn't into the Asada as much, but I realize the Pastor and the Chorizo are the way to go. They're not the best tacos in the world, but NYC isn't really home of the best tacos, so judging by NYC standards, these are definitely 5-star tacos. Awesome.And of course they're in Sunset Park so you can try other great places at the same time, such as Ricos Tacos and El Tenampa, which are both 5 stars as well.Just don't eat too many of them, or you'll get Fatamoros. And don't ask for them deep fried, your cholesterol doesn't need all that Batter-moros. And if you hate FIFA as much as I do, then you agree that they're run by a Blatter-moron.Starlight says she wants to rename them Catamoros. I'm okay with that. Go get some tacos. Enjoy them. Real Mexican food. Not the fake crap they're serving in Manhattan. Come. Order. Eat. Enjoy. Delicioso!",5.0
"The steak torta here is the best I've ever had anywhere, and I've tried a LOT of steak tortas at a lot of Mexican restaurants. Huge menu selection, lots of options, everything I've tried has been tasty (though I usually find my old friend the steak torta without venturing too far afield) and their guacamole is definitely worth a mention as well.",5.0
"What is the definition of chicharron? Its ""crispy"" pork skin. The chicharron that I got wasnt crispy but soggy. Got really disappointed and didnt finish the food. Unbearable and what a waste!",3.0
"Some of the best tacos I have tasted in Brooklyn, pfft, make that all of New York. Matamoros offers up a huge selection of Mexican food ranging from tacos (small or medium), chilaquiles, burritos, cemitas...you name it they have it. With such a wide variety of choices it was hard to pick something to eat but I came here wanting to try the tacos which I have heard so many good things about.I ate 3 large tacos (two carne asada, one carnitas) which are served with heaping spoons of guacamole and chopped onions and cilantro. Basically this was heaven in a corn tortilla!For appetizers we ordered some chips and guac, pretty tasty too and came with both green and red salsas.Hands down they get 4 stars for the food, but where they really need improvement is in the service. It was pretty bad and my table had to wait a long time, 30 minutes, for drinks and to even get the attention of the waiters. It wasn't that busy of a night and it seemed like they were well staffed so not sure if it is a miscommunication issue or the fact that my party was sitting in the back room of the restaurant. Seemed like everyone back there had to wait very long.In any case, I truly loved the tacos so I'm willing to forgive their slowness but I hope they do step up and can deliver better customer service.",4.0
"My bf and me came here a while ago for a late lunch and the place was pretty empty - which was kind of surprising but also nice. They waitress was friendly and quick, so I can't complain about that - probably also due to the fact that we both ordered in Spanish? I don't know if it makes a difference. I had chorizo and pastor tacos and enjoyed both - but if I had to choose, I would say that the chorizo tacos were better than the pastor ones. I had actually only gotten the chorizo tacos because of the recommendations on here - and they didn't disappoint. They were really, really tasty and are a reason why I will return. 4 stars though, because my bf wasn't too happy about his tacos (carne asada - he wanted my chorizo one :D ) and they don't give you chips and salsa as a free appetizer like a lot of places do.",4.0
Wow am I glad we found this restaurant!! Incredibly delicious tacos I love the fresh corn tortillas that they are wrapped in- everything there is delicious but the tacos stand out as the main attraction because they are cheap they are delicious and they are filling.  My husband loves the roasted pork ones and I like the steak guacamole is also outstanding and green salsa and red hot sauce adds a element to your tacos that just completed. My only wish is that I would've found this joint earlier on-  I do spend a lot of time in Mexico and this restaurant particularly the food hit the nail on the head and transported me back.  Well done mi amigos!!!,5.0
"The restaurant is pretty big and has a back room with more seating. The waiter was super nice as we were super hungry! I order the veggie tacos and it was good!!! The guacamole was ok. I've had better in other places. Overall, it is a great place to eat if you are in the sunset area.",4.0
"More like a 3.5The service here is HORRIBLE and incredibly slow. When you ask for something extra (even in Spanish as a native/fluent speaker) they seem to look at you funny and have no idea what you're talking about.The food is good though. I've been about 4 times now and have always enjoyed the vegetarian burritos/tacos. My boyfriend/family/friends have always enjoyed the tripa tacos, barbacoa and the nachos. The chicken is often dry and untasty so I would stay away.I'd recommend this place for take out for sure, but don't come here without expecting to feel frustrated.",4.0
